journey_id,train_number,train_name,train_type,priority,journey_date,station_code,station_name,sequence_idx,is_origin,is_destination,sched_arr,act_arr,arr_delay_min,sched_dep,act_dep,dep_delay_min,dwell_sched_min,dwell_act_min,dwell_impact_min,section_id,section_congestion,weather,preceding_conflict_min,recovery_min,distance_from_origin_km,remaining_distance_km,data_source
J_12302_20260801,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-01,GAYA,Gaya Junction,4,False,False,2026-08-02T03:55:00,2026-08-02T03:55:00,0.0,2026-08-02T03:58:00,2026-08-02T03:58:00,0.0,3.0,3.0,0.0,SEC_DDU_GAYA,0.23,Clear,0.0,0.2,992.0,459.0,Historical Operational Log (NTES Aligned)
J_12302_20260801,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-01,DHN,Dhanbad Junction,5,False,False,2026-08-02T06:33:00,2026-08-02T06:33:00,0.0,2026-08-02T06:38:00,2026-08-02T06:38:00,0.0,5.0,5.0,0.0,SEC_GAYA_DHN,0.26,Clear,0.0,1.0,1192.0,259.0,Historical Operational Log (NTES Aligned)
J_12302_20260801,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-01,HWH,Howrah Junction,6,False,True,2026-08-02T09:55:00,2026-08-02T09:55:00,0.0,2026-08-02T09:55:00,2026-08-02T09:55:00,0.0,0.0,0.0,0.0,SEC_DHN_HWH,0.2,Clear,0.0,3.2,1451.0,0.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,MMCT,Mumbai Central,0,True,False,2026-08-01T17:00:00,2026-08-01T17:00:00,0.0,2026-08-01T17:00:00,2026-08-01T17:00:00,0.0,0.0,0.0,0.0,ORIGIN,0.3,Clear,0.0,2.1,0.0,1386.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,BRC,Vadodara Junction,1,False,False,2026-08-01T21:03:00,2026-08-01T21:03:00,0.0,2026-08-01T21:13:00,2026-08-01T21:13:00,0.0,10.0,10.0,0.0,SEC_MMCT_BRC,0.16,Clear,0.0,4.2,393.0,993.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,RTM,Ratlam Junction,2,False,False,2026-08-02T00:25:00,2026-08-02T00:25:00,0.0,2026-08-02T00:28:00,2026-08-02T00:28:00,0.0,3.0,3.0,0.0,SEC_BRC_RTM,0.2,Clear,0.0,3.4,653.0,733.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,KOTA,Kota Junction,3,False,False,2026-08-02T03:15:00,2026-08-02T03:15:00,0.0,2026-08-02T03:25:00,2026-08-02T03:25:00,0.0,10.0,10.0,0.0,SEC_RTM_KOTA,0.2,Clear,0.0,0.9,920.0,466.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,MTJ,Mathura Junction,4,False,False,2026-08-02T06:43:00,2026-08-02T06:43:00,0.0,2026-08-02T06:45:00,2026-08-02T06:45:00,0.0,2.0,2.0,0.0,SEC_KOTA_MTJ,0.14,Clear,0.0,2.0,1244.0,142.0,Historical Operational Log (NTES Aligned)
J_12951_20260801,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-01,NDLS,New Delhi,5,False,True,2026-08-02T08:32:00,2026-08-02T08:32:00,0.0,2026-08-02T08:32:00,2026-08-02T08:32:00,0.0,0.0,0.0,0.0,SEC_MTJ_NDLS,0.26,Clear,0.0,1.8,1386.0,0.0,Historical Operational Log (NTES Aligned)
J_22436_20260801,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-01,NDLS,New Delhi,0,True,False,2026-08-01T06:00:00,2026-08-01T06:09:00,9.0,2026-08-01T06:00:00,2026-08-01T06:09:00,9.0,0.0,0.0,0.0,ORIGIN,0.3,Light Rain,0.0,2.4,0.0,759.0,Historical Operational Log (NTES Aligned)
J_22436_20260801,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-01,CNB,Kanpur Central,1,False,False,2026-08-01T10:08:00,2026-08-01T10:08:00,0.0,2026-08-01T10:10:00,2026-08-01T10:10:00,0.0,2.0,2.0,0.0,SEC_NDLS_CNB,0.3,Light Rain,0.0,2.1,440.0,319.0,Historical Operational Log (NTES Aligned)
J_22436_20260801,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-01,PRYJ,Prayagraj Junction,2,False,False,2026-08-01T12:08:00,2026-08-01T12:08:18,0.3,2026-08-01T12:10:00,2026-08-01T12:10:18,0.3,2.0,2.0,0.0,SEC_CNB_PRYJ,0.67,Light Rain,1.4,0.2,634.0,125.0,Historical Operational Log (NTES Aligned)
J_22436_20260801,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-01,BSB,Varanasi Junction,3,False,True,2026-08-01T14:00:00,2026-08-01T14:01:54,1.9,2026-08-01T14:00:00,2026-08-01T14:01:54,1.9,0.0,0.0,0.0,SEC_PRYJ_BSB,0.43,Light Rain,0.0,0.0,759.0,0.0,Historical Operational Log (NTES Aligned)
J_12004_20260801,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-01,NDLS,New Delhi,0,True,False,2026-08-01T06:10:00,2026-08-01T06:10:00,0.0,2026-08-01T06:10:00,2026-08-01T06:10:00,0.0,0.0,0.0,0.0,ORIGIN,0.3,Light Rain,0.0,2.1,0.0,512.0,Historical Operational Log (NTES Aligned)
J_12004_20260801,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-01,CNB,Kanpur Central,1,False,False,2026-08-01T11:20:00,2026-08-01T11:20:00,0.0,2026-08-01T11:25:00,2026-08-01T11:25:00,0.0,5.0,5.0,0.0,SEC_NDLS_CNB,0.19,Light Rain,0.0,2.1,440.0,72.0,Historical Operational Log (NTES Aligned)
J_12004_20260801,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-01,LKO,Lucknow Charbagh,2,False,True,2026-08-01T12:40:00,2026-08-01T12:40:00,0.0,2026-08-01T12:40:00,2026-08-01T12:40:00,0.0,0.0,0.0,0.0,SEC_CNB_LKO,0.12,Light Rain,0.0,1.5,512.0,0.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,HWH,Howrah Junction,0,True,False,2026-08-02T16:50:00,2026-08-02T16:51:24,1.4,2026-08-02T16:50:00,2026-08-02T16:51:24,1.4,0.0,0.0,0.0,ORIGIN,0.3,Clear,0.0,2.8,0.0,1451.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,DHN,Dhanbad Junction,1,False,False,2026-08-02T19:55:00,2026-08-02T19:55:00,0.0,2026-08-02T20:00:00,2026-08-02T20:00:00,0.0,5.0,5.0,0.0,SEC_HWH_DHN,0.2,Clear,0.0,3.2,259.0,1192.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,GAYA,Gaya Junction,2,False,False,2026-08-02T22:34:00,2026-08-02T22:34:00,0.0,2026-08-02T22:37:00,2026-08-02T22:37:00,0.0,3.0,3.0,0.0,SEC_DHN_GAYA,0.18,Clear,0.0,2.5,459.0,992.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,DDU,Pt. Deen Dayal Upadhyaya Jn,3,False,False,2026-08-03T00:45:00,2026-08-03T00:45:00,0.0,2026-08-03T00:55:00,2026-08-03T00:55:00,0.0,10.0,10.0,0.0,SEC_GAYA_DDU,0.15,Clear,0.0,0.9,664.0,787.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,PRYJ,Prayagraj Junction,4,False,False,2026-08-03T02:43:00,2026-08-03T02:43:00,0.0,2026-08-03T02:45:00,2026-08-03T02:45:00,0.0,2.0,2.0,0.0,SEC_DDU_PRYJ,0.48,Clear,0.0,3.2,817.0,634.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,CNB,Kanpur Central,5,False,False,2026-08-03T04:50:00,2026-08-03T04:51:36,1.6,2026-08-03T04:55:00,2026-08-03T04:56:36,1.6,5.0,5.0,0.0,SEC_PRYJ_CNB,0.54,Clear,0.0,4.8,1011.0,440.0,Historical Operational Log (NTES Aligned)
J_12301_20260802,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,NDLS,New Delhi,6,False,True,2026-08-03T10:05:00,2026-08-03T10:05:00,0.0,2026-08-03T10:05:00,2026-08-03T10:05:00,0.0,0.0,0.0,0.0,SEC_CNB_NDLS,0.3,Clear,0.0,2.5,1451.0,0.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,NDLS,New Delhi,0,True,False,2026-08-02T16:55:00,2026-08-02T17:12:06,17.1,2026-08-02T16:55:00,2026-08-02T17:13:48,18.8,0.0,1.7,1.7,ORIGIN,0.3,Clear,0.0,2.8,0.0,1451.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,CNB,Kanpur Central,1,False,False,2026-08-02T21:32:00,2026-08-02T21:41:42,9.7,2026-08-02T21:37:00,2026-08-02T21:46:42,9.7,5.0,5.0,0.0,SEC_NDLS_CNB,0.1,Clear,0.0,1.8,440.0,1011.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,PRYJ,Prayagraj Junction,2,False,False,2026-08-02T23:43:00,2026-08-02T23:45:12,2.2,2026-08-02T23:45:00,2026-08-02T23:47:12,2.2,2.0,2.0,0.0,SEC_CNB_PRYJ,0.19,Clear,0.0,3.2,634.0,817.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,DDU,Pt. Deen Dayal Upadhyaya Jn,3,False,False,2026-08-03T01:42:00,2026-08-03T01:44:18,2.3,2026-08-03T01:52:00,2026-08-03T01:54:18,2.3,10.0,10.0,0.0,SEC_PRYJ_DDU,0.46,Clear,0.0,2.1,787.0,664.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,GAYA,Gaya Junction,4,False,False,2026-08-03T03:55:00,2026-08-03T03:55:00,0.0,2026-08-03T03:58:00,2026-08-03T03:58:00,0.0,3.0,3.0,0.0,SEC_DDU_GAYA,0.21,Clear,0.0,2.1,992.0,459.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,DHN,Dhanbad Junction,5,False,False,2026-08-03T06:33:00,2026-08-03T06:33:00,0.0,2026-08-03T06:38:00,2026-08-03T06:38:00,0.0,5.0,5.0,0.0,SEC_GAYA_DHN,0.29,Clear,0.0,1.1,1192.0,259.0,Historical Operational Log (NTES Aligned)
J_12302_20260802,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-02,HWH,Howrah Junction,6,False,True,2026-08-03T09:55:00,2026-08-03T09:55:00,0.0,2026-08-03T09:55:00,2026-08-03T09:55:00,0.0,0.0,0.0,0.0,SEC_DHN_HWH,0.29,Clear,0.0,2.0,1451.0,0.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,MMCT,Mumbai Central,0,True,False,2026-08-02T17:00:00,2026-08-02T17:14:30,14.5,2026-08-02T17:00:00,2026-08-02T17:14:30,14.5,0.0,0.0,0.0,ORIGIN,0.3,Heavy Rain,0.0,3.0,0.0,1386.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,BRC,Vadodara Junction,1,False,False,2026-08-02T21:03:00,2026-08-02T21:12:54,9.9,2026-08-02T21:13:00,2026-08-02T21:22:54,9.9,10.0,10.0,0.0,SEC_MMCT_BRC,0.3,Heavy Rain,0.0,1.2,393.0,993.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,RTM,Ratlam Junction,2,False,False,2026-08-03T00:25:00,2026-08-03T00:25:00,0.0,2026-08-03T00:28:00,2026-08-03T00:28:00,0.0,3.0,3.0,0.0,SEC_BRC_RTM,0.1,Heavy Rain,0.0,1.5,653.0,733.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,KOTA,Kota Junction,3,False,False,2026-08-03T03:15:00,2026-08-03T03:23:18,8.3,2026-08-03T03:25:00,2026-08-03T03:33:18,8.3,10.0,10.0,0.0,SEC_RTM_KOTA,0.67,Heavy Rain,5.2,4.0,920.0,466.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,MTJ,Mathura Junction,4,False,False,2026-08-03T06:43:00,2026-08-03T06:56:48,13.8,2026-08-03T06:45:00,2026-08-03T06:58:48,13.8,2.0,2.0,0.0,SEC_KOTA_MTJ,0.93,Heavy Rain,0.6,0.0,1244.0,142.0,Historical Operational Log (NTES Aligned)
J_12951_20260802,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-02,NDLS,New Delhi,5,False,True,2026-08-03T08:32:00,2026-08-03T08:39:30,7.5,2026-08-03T08:32:00,2026-08-03T08:39:30,7.5,0.0,0.0,0.0,SEC_MTJ_NDLS,0.12,Heavy Rain,0.0,0.0,1386.0,0.0,Historical Operational Log (NTES Aligned)
J_22436_20260802,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-02,NDLS,New Delhi,0,True,False,2026-08-02T06:00:00,2026-08-02T06:00:00,0.0,2026-08-02T06:00:00,2026-08-02T06:00:00,0.0,0.0,0.0,0.0,ORIGIN,0.3,Dense Fog,0.0,3.4,0.0,759.0,Historical Operational Log (NTES Aligned)
J_22436_20260802,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-02,CNB,Kanpur Central,1,False,False,2026-08-02T10:08:00,2026-08-02T10:08:00,0.0,2026-08-02T10:10:00,2026-08-02T10:10:00,0.0,2.0,2.0,0.0,SEC_NDLS_CNB,0.31,Dense Fog,0.0,0.1,440.0,319.0,Historical Operational Log (NTES Aligned)
J_22436_20260802,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-02,PRYJ,Prayagraj Junction,2,False,False,2026-08-02T12:08:00,2026-08-02T12:08:00,0.0,2026-08-02T12:10:00,2026-08-02T12:10:00,0.0,2.0,2.0,0.0,SEC_CNB_PRYJ,0.19,Dense Fog,0.0,1.8,634.0,125.0,Historical Operational Log (NTES Aligned)
J_22436_20260802,22436,New Delhi - Varanasi Vande Bharat Express,Vande Bharat,1,2026-08-02,BSB,Varanasi Junction,3,False,True,2026-08-02T14:00:00,2026-08-02T14:00:00,0.0,2026-08-02T14:00:00,2026-08-02T14:00:00,0.0,0.0,0.0,0.0,SEC_PRYJ_BSB,0.12,Dense Fog,0.0,1.3,759.0,0.0,Historical Operational Log (NTES Aligned)
J_12004_20260802,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-02,NDLS,New Delhi,0,True,False,2026-08-02T06:10:00,2026-08-02T06:26:36,16.6,2026-08-02T06:10:00,2026-08-02T06:27:00,17.0,0.0,0.4,0.4,ORIGIN,0.3,Clear,0.0,2.0,0.0,512.0,Historical Operational Log (NTES Aligned)
J_12004_20260802,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-02,CNB,Kanpur Central,1,False,False,2026-08-02T11:20:00,2026-08-02T11:33:18,13.3,2026-08-02T11:25:00,2026-08-02T11:38:18,13.3,5.0,5.0,0.0,SEC_NDLS_CNB,0.36,Clear,0.0,3.0,440.0,72.0,Historical Operational Log (NTES Aligned)
J_12004_20260802,12004,New Delhi - Lucknow Shatabdi Express,Shatabdi,1,2026-08-02,LKO,Lucknow Charbagh,2,False,True,2026-08-02T12:40:00,2026-08-02T12:53:42,13.7,2026-08-02T12:40:00,2026-08-02T12:53:42,13.7,0.0,0.0,0.0,SEC_CNB_LKO,0.65,Clear,2.7,2.4,512.0,0.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,HWH,Howrah Junction,0,True,False,2026-08-03T16:50:00,2026-08-03T16:50:00,0.0,2026-08-03T16:50:00,2026-08-03T16:50:00,0.0,0.0,0.0,0.0,ORIGIN,0.3,Clear,0.0,1.1,0.0,1451.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,DHN,Dhanbad Junction,1,False,False,2026-08-03T19:55:00,2026-08-03T19:55:00,0.0,2026-08-03T20:00:00,2026-08-03T20:00:00,0.0,5.0,5.0,0.0,SEC_HWH_DHN,0.13,Clear,0.0,2.5,259.0,1192.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,GAYA,Gaya Junction,2,False,False,2026-08-03T22:34:00,2026-08-03T22:34:00,0.0,2026-08-03T22:37:00,2026-08-03T22:37:00,0.0,3.0,3.0,0.0,SEC_DHN_GAYA,0.32,Clear,0.0,2.9,459.0,992.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,DDU,Pt. Deen Dayal Upadhyaya Jn,3,False,False,2026-08-04T00:45:00,2026-08-04T00:45:00,0.0,2026-08-04T00:55:00,2026-08-04T00:55:00,0.0,10.0,10.0,0.0,SEC_GAYA_DDU,0.25,Clear,0.0,1.7,664.0,787.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,PRYJ,Prayagraj Junction,4,False,False,2026-08-04T02:43:00,2026-08-04T02:43:00,0.0,2026-08-04T02:45:00,2026-08-04T02:45:00,0.0,2.0,2.0,0.0,SEC_DDU_PRYJ,0.16,Clear,0.0,2.0,817.0,634.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,CNB,Kanpur Central,5,False,False,2026-08-04T04:50:00,2026-08-04T04:50:00,0.0,2026-08-04T04:55:00,2026-08-04T04:55:00,0.0,5.0,5.0,0.0,SEC_PRYJ_CNB,0.4,Clear,0.0,1.8,1011.0,440.0,Historical Operational Log (NTES Aligned)
J_12301_20260803,12301,Howrah - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,NDLS,New Delhi,6,False,True,2026-08-04T10:05:00,2026-08-04T10:05:00,0.0,2026-08-04T10:05:00,2026-08-04T10:05:00,0.0,0.0,0.0,0.0,SEC_CNB_NDLS,0.23,Clear,0.0,0.2,1451.0,0.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,NDLS,New Delhi,0,True,False,2026-08-03T16:55:00,2026-08-03T17:07:42,12.7,2026-08-03T16:55:00,2026-08-03T17:07:42,12.7,0.0,0.0,0.0,ORIGIN,0.3,Light Rain,0.0,3.0,0.0,1451.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,CNB,Kanpur Central,1,False,False,2026-08-03T21:32:00,2026-08-03T21:45:00,13.0,2026-08-03T21:37:00,2026-08-03T21:50:00,13.0,5.0,5.0,0.0,SEC_NDLS_CNB,0.43,Light Rain,0.0,1.8,440.0,1011.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,PRYJ,Prayagraj Junction,2,False,False,2026-08-03T23:43:00,2026-08-03T23:47:36,4.6,2026-08-03T23:45:00,2026-08-03T23:49:36,4.6,2.0,2.0,0.0,SEC_CNB_PRYJ,0.2,Light Rain,0.0,2.4,634.0,817.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,DDU,Pt. Deen Dayal Upadhyaya Jn,3,False,False,2026-08-04T01:42:00,2026-08-04T01:42:36,0.6,2026-08-04T01:52:00,2026-08-04T01:52:36,0.6,10.0,10.0,0.0,SEC_PRYJ_DDU,0.42,Light Rain,0.0,2.3,787.0,664.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,GAYA,Gaya Junction,4,False,False,2026-08-04T03:55:00,2026-08-04T03:55:00,0.0,2026-08-04T03:58:00,2026-08-04T03:58:00,0.0,3.0,3.0,0.0,SEC_DDU_GAYA,0.19,Light Rain,0.0,1.7,992.0,459.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,DHN,Dhanbad Junction,5,False,False,2026-08-04T06:33:00,2026-08-04T06:33:00,0.0,2026-08-04T06:38:00,2026-08-04T06:38:00,0.0,5.0,5.0,0.0,SEC_GAYA_DHN,0.23,Light Rain,0.0,0.5,1192.0,259.0,Historical Operational Log (NTES Aligned)
J_12302_20260803,12302,New Delhi - Howrah Rajdhani Express,Rajdhani,1,2026-08-03,HWH,Howrah Junction,6,False,True,2026-08-04T09:55:00,2026-08-04T09:55:00,0.0,2026-08-04T09:55:00,2026-08-04T09:55:00,0.0,0.0,0.0,0.0,SEC_DHN_HWH,0.35,Light Rain,0.0,0.8,1451.0,0.0,Historical Operational Log (NTES Aligned)
J_12951_20260803,12951,Mumbai Central - New Delhi Rajdhani Express,Rajdhani,1,2026-08-03,MMCT,Mumbai Central,0,True,False,2026-08-03T17:00:00,2026-08-03T17:09:54,9.9,2026-08-03T17:00:00,2026-08-03T17:09:54,9.9,0.0,0.0,0.0,ORIGIN,0.3,Clear,0.0,2.1,0.0,1386.0,Historical Operational Log (NTES Aligned)
